Current_connection,City,Region,Nationality,Gender,Exact_Age,Connection,Segment,Performance,Preference,TRIM_Index,Communication,Proposition,Sales_Experience,Opt_inout,Network_Satisfaction,Customer_Support,Billing_Payment
Mobily,AL BAHA,South,Nationals,Male,32,Prepaid,LV,2,5,75,10,10,10,10,5,10,10
Mobily,JEDDAH,Western,Nationals,Male,39,Postpaid,VLV,3,3,50,6,3,7,,4,8,5
Mobily,JEDDAH,Western,Expat Arabs,Male,44,Prepaid,VLV,4,4,100,8,10,9,10,10,8,10
Mobily,AL HUFUF,Eastern,Nationals,Male,35,Postpaid,VHV,5,2,75,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Expat Arabs,Male,45,Postpaid,VHV,5,5,150,10,9,10,9,9,10,10
Mobily,JEDDAH,Western,Expat Arabs,Male,30,Postpaid,LV,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Expat Arabs,Female,43,Postpaid,LV,5,4,125,10,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,32,Prepaid,VLV,4,3,75,10,10,8,10,8,9,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,50,Postpaid,MV,5,5,150,10,10,10,10,10,10,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Expat Arabs,Male,29,Prepaid,VLV,5,,75,3,6,10,0,8,10,10
Mobily,JEDDAH,Western,Expat Arabs,Male,37,Postpaid,MV,5,5,150,,9,10,10,10,10,8
Mobily,JEDDAH,Western,Expat Arabs,Male,33,Prepaid,LV,4,4,100,8,10,8,10,10,10,10
Mobily,Other,Others,Expat Asians,Male,50,Postpaid,VLV,5,3,100,7,10,10,10,10,8,10
Mobily,JEDDAH,Western,Expat Arabs,Male,60,Postpaid,VHV,5,,75,7,6,8,7,10,9,10
Mobily,Other,Others,Expat Arabs,Female,40,Postpaid,VLV,4,4,100,3,9,9,6,8,10,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,22,Prepaid,VLV,5,5,150,3,10,10,10,5,10,10
Mobily,AR RIYADH,Central,Nationals,Male,25,Postpaid,VLV,3,3,50,5,10,10,3,7,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,60,Prepaid,VLV,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Female,32,Prepaid,VLV,5,5,150,5,5,10,10,10,10,10
Mobily,JEDDAH,Western,Expat Arabs,Male,40,Prepaid,VLV,5,4,125,5,8,10,10,6,10,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,37,Postpaid,VHV,2,2,0,5,2,7,0,2,0,0
Mobily,HAIL,Northern,Nationals,Male,26,Postpaid,HV,4,4,100,7,10,10,10,7,10,9
Mobily,AL HUFUF,Eastern,Nationals,Male,42,Postpaid,VLV,5,5,150,9,8,9,9,8,10,9
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,60,Postpaid,HV,5,5,150,,10,10,10,10,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,40,Postpaid,VHV,2,4,50,8,7,9,9,7,8,9
Mobily,JEDDAH,Western,Expat Arabs,Male,30,Postpaid,MV,4,4,100,10,6,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,40,Postpaid,VHV,4,1,25,6,7,8,7,8,7,9
Mobily,JEDDAH,Western,Nationals,Male,30,Postpaid,HV,4,4,100,0,9,9,9,9,9,9
Mobily,AR RIYADH,Central,Nationals,Male,34,Postpaid,MV,3,4,75,1,8,5,9,8,9,8
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,31,Postpaid,VHV,4,3,75,7,7,7,8,8,8,8
Mobily,Other,Others,Nationals,Male,38,Postpaid,VHV,5,3,100,5,5,3,5,1,7,6
Mobily,AR RIYADH,Central,Expat Arabs,Male,42,Postpaid,HV,5,5,150,10,10,10,10,10,10,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,20,Prepaid,LV,5,3,100,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,29,Prepaid,VLV,2,3,25,10,7,6,10,10,8,8
Mobily,Other,Others,Nationals,Male,40,Postpaid,VHV,5,5,150,10,10,10,10,10,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,25,Postpaid,VHV,5,5,150,10,0,8,9,9,7,7
Mobily,AR RIYADH,Central,Expat Arabs,Male,35,Postpaid,VLV,4,5,125,8,10,7,9,10,10,8
Mobily,AR RIYADH,Central,Nationals,Male,50,Prepaid,VLV,3,1,0,10,6,2,4,8,1,4
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,40,Prepaid,VLV,1,2,-25,5,0,10,0,10,8,0
Mobily,JIZAN,South,Nationals,Female,40,Prepaid,LV,5,3,100,10,10,10,8,10,10,10
Mobily,AD DAMMAM,Eastern,Nationals,Male,25,Postpaid,VHV,4,5,125,8,8,10,10,8,10,10
Mobily,JIZAN,South,Nationals,Male,18,Prepaid,VLV,3,2,25,8,8,7,8,8,7,7
Mobily,Other,Others,Nationals,Male,23,Postpaid,MV,3,4,75,10,10,10,10,7,10,8
Mobily,AR RIYADH,Central,Nationals,Female,34,Postpaid,VHV,4,5,125,9,10,10,10,9,10,10
Mobily,ABHA,South,Nationals,Male,19,Prepaid,VLV,5,3,100,0,10,9,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,29,Prepaid,VLV,4,5,125,10,10,10,10,8,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,28,Postpaid,HV,1,1,-50,0,0,0,0,8,10,6
Mobily,RAFHA',Northern,Nationals,Male,21,Prepaid,VLV,5,4,125,10,10,10,10,10,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,27,Prepaid,LV,3,3,50,5,8,8,8,9,9,9
Mobily,AR RIYADH,Central,Nationals,Male,23,Postpaid,MV,,1,-25,6,3,8,5,1,3,3
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,26,Postpaid,LV,4,4,100,9,10,10,10,9,10,8
Mobily,Other,Others,Nationals,Male,25,Postpaid,VHV,5,5,150,10,10,10,10,10,10,10
Mobily,SAYHAT,Eastern,Nationals,Male,40,Postpaid,HV,1,1,-50,0,0,2,0,2,8,8
Mobily,SAKAKA,Northern,Nationals,Male,53,Postpaid,LV,5,4,125,8,10,10,10,10,10,10
Mobily,JEDDAH,Western,Expat Asians,Male,37,Prepaid,VLV,4,4,100,10,10,10,10,10,8,10
Lebara,JIZAN,South,Expat Arabs,Male,35,Prepaid,LV,4,5,125,0,0,10,0,8,8,10
Friendi,AT TAIF,Western,Expat Arabs,Male,41,Prepaid,VLV,4,5,125,10,10,10,10,10,10,10
STC,AL BAHA,South,Nationals,Female,20,Postpaid,HV,4,3,75,10,10,10,10,10,10,10
STC,AL BAHA,South,Nationals,Male,31,Prepaid,VLV,4,5,125,10,10,7,10,10,10,8
STC,AR RIYADH,Central,Nationals,Male,24,Prepaid,LV,5,5,150,9,7,9,10,10,10,10
STC,AR RIYADH,Central,Expat Arabs,Male,27,Prepaid,VLV,5,4,125,10,9,10,10,10,10,10
STC,JIZAN,South,Expat Arabs,Male,28,Prepaid,VLV,4,5,125,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Male,26,Postpaid,HV,4,5,125,,8,10,10,10,10,7
STC,AL KHUBAR,Eastern,Expat Arabs,Male,35,Postpaid,MV,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Female,48,Postpaid,HV,4,4,100,10,10,10,10,6,10,6
STC,AR RIYADH,Central,Nationals,Male,45,Prepaid,LV,4,3,75,7,10,10,10,5,10,7
STC,Other,Others,Nationals,Female,30,Prepaid,MV,5,3,100,10,10,10,6,10,10,10
STC,Other,Others,Nationals,Male,28,Postpaid,MV,4,3,75,9,8,9,8,9,6,9
STC,AR RIYADH,Central,Nationals,Male,41,Prepaid,LV,5,4,125,5,9,2,10,0,5,9
STC,HAIL,Northern,Expat Arabs,Male,29,Prepaid,LV,5,4,125,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,29,Postpaid,VHV,2,2,0,4,6,8,7,5,8,6
STC,AR RIYADH,Central,Expat Arabs,Male,23,Prepaid,LV,5,4,125,10,3,3,10,4,10,5
STC,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,36,Prepaid,VLV,4,4,100,10,8,10,10,10,10,9
STC,AR RIYADH,Central,Nationals,Male,18,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
STC,NAJRAN,South,Nationals,Male,23,Postpaid,MV,4,3,75,6,4,5,7,5,6,10
STC,TABUK,Northern,Nationals,Male,34,Prepaid,VHV,5,5,150,,10,10,8,10,8,8
STC,Other,Others,Nationals,Male,37,Postpaid,HV,5,5,150,7,10,10,8,10,10,6
STC,NAJRAN,South,Expat Arabs,Male,27,Prepaid,LV,5,5,150,10,10,10,10,10,,10
STC,JEDDAH,Western,Expat Arabs,Female,30,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
STC,NAJRAN,South,Nationals,Male,40,Prepaid,LV,5,5,150,10,10,10,7,10,10,8
STC,AT TAIF,Western,Nationals,Male,40,Postpaid,VHV,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Female,35,Prepaid,VLV,5,5,150,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Female,21,Prepaid,HV,3,4,75,3,3,7,,9,0,2
STC,AR RIYADH,Central,Nationals,Male,27,Prepaid,LV,5,3,100,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Expat Arabs,Female,39,Prepaid,LV,5,5,150,10,7,10,9,10,10,10
STC,AD DAMMAM,Eastern,Nationals,Male,19,Prepaid,VLV,5,5,150,10,10,10,7,6,10,10
STC,Other,Others,Nationals,Male,42,Prepaid,LV,5,5,150,5,10,10,10,10,10,10
Zain,JIZAN,South,Nationals,Male,39,Postpaid,HV,5,5,150,10,10,10,10,10,10,10
Zain,JEDDAH,Western,Expat Asians,Male,36,Prepaid,VHV,3,2,25,5,6,6,4,0,6,6
Zain,AR RIYADH,Central,Expat Arabs,Female,27,Prepaid,HV,5,5,150,10,10,10,10,10,9,9
Zain,AR RIYADH,Central,Expat Arabs,Male,30,Postpaid,LV,5,3,100,8,8,10,10,10,10,10
Zain,MAKKAH AL MUKARRAMAH,Western,Nationals,Female,25,Prepaid,LV,5,3,100,10,10,10,10,9,10,10
Mobily,JIZAN,South,Nationals,Male,37,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,30,Postpaid,VHV,4,5,125,10,10,10,10,8,10,10
Mobily,Other,Others,Nationals,Male,28,Prepaid,LV,2,2,0,5,10,6,5,6,5,7
Mobily,Other,Others,Nationals,Male,25,Postpaid,VLV,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,54,Postpaid,VHV,2,2,0,8,0,10,8,0,10,8
Mobily,JEDDAH,Western,Nationals,Male,33,Postpaid,VHV,5,5,150,10,10,10,10,10,10,10
Mobily,Other,Others,Nationals,Male,39,Prepaid,VLV,4,4,100,10,10,9,10,8,10,9
Mobily,AR RIYADH,Central,Nationals,Male,32,Postpaid,VHV,1,1,-50,0,2,5,2,0,0,3
Mobily,AR RIYADH,Central,Nationals,Male,32,Postpaid,HV,3,5,100,,10,10,10,10,10,8
Mobily,JEDDAH,Western,Expat Arabs,Male,45,Postpaid,MV,5,5,150,10,10,8,10,10,10,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,33,Postpaid,VLV,5,3,100,10,,10,8,8,10,8
Mobily,ADH DHAHRAN,Eastern,Expat Asians,Male,40,Postpaid,VHV,4,1,25,8,7,8,6,7,8,5
Mobily,JEDDAH,Western,Expat Asians,Male,39,Postpaid,VHV,3,1,0,3,0,0,3,2,0,5
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,26,Prepaid,VHV,3,4,75,7,9,9,10,7,10,9
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,29,Postpaid,HV,3,4,75,5,10,10,10,4,6,4
Mobily,AL BAHA,South,Nationals,Female,21,Postpaid,LV,5,4,125,10,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,40,Postpaid,LV,2,3,25,10,6,9,7,0,9,4
Mobily,JEDDAH,Western,Nationals,Male,25,Postpaid,HV,5,5,150,10,10,10,10,10,10,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,31,Postpaid,HV,4,4,100,4,8,8,9,9,9,8
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,50,Postpaid,MV,5,5,150,8,10,8,10,10,10,8
Mobily,AT TAIF,Western,Nationals,Male,20,Postpaid,HV,3,2,25,10,0,0,0,0,10,10
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,22,Postpaid,VLV,4,4,100,7,9,9,6,9,9,9
Mobily,JEDDAH,Western,Expat Asians,Male,47,Prepaid,VLV,5,5,150,5,5,5,5,9,2,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Female,37,Postpaid,VLV,5,5,150,10,10,8,10,8,,9
Mobily,Other,Others,Expat Arabs,Male,35,Prepaid,VLV,5,4,125,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Expat Arabs,Male,35,Postpaid,VHV,5,5,150,10,10,10,10,10,10,10
Mobily,AT TAIF,Western,Expat Arabs,Male,50,Postpaid,VLV,3,1,0,10,7,5,8,10,10,5
Mobily,AR RIYADH,Central,Expat Arabs,Female,26,Prepaid,VLV,4,3,75,10,9,9,9,9,10,9
Mobily,AR RIYADH,Central,Expat Arabs,Male,32,Postpaid,MV,3,3,50,8,3,8,8,6,,5
Mobily,Other,Others,Expat Arabs,Male,30,Postpaid,HV,5,5,150,8,7,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,31,Postpaid,HV,4,5,125,0,10,8,8,8,10,3
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,27,Postpaid,MV,2,1,-25,1,3,4,4,0,8,5
Mobily,AR RIYADH,Central,Expat Arabs,Male,38,Postpaid,VHV,5,4,125,10,10,10,10,10,10,10
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,28,Postpaid,LV,1,4,25,8,8,9,9,9,9,9
Mobily,Other,Others,Nationals,Male,35,Postpaid,VHV,4,5,125,1,7,1,5,10,10,10
Mobily,JEDDAH,Western,Expat Asians,Male,38,Postpaid,VLV,5,5,150,8,10,7,7,8,7,10
Mobily,AL KHUBAR,Eastern,Nationals,Male,28,Postpaid,HV,4,3,75,10,10,10,10,8,9,10
Mobily,AR RIYADH,Central,Nationals,Male,25,Postpaid,HV,5,4,125,10,8,8,10,10,10,8
Mobily,AR RIYADH,Central,Expat Arabs,Male,60,Postpaid,LV,5,5,150,,10,10,10,10,10,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,30,Postpaid,LV,2,1,-25,,6,6,5,4,6,2
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,46,Postpaid,MV,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,36,Postpaid,MV,5,5,150,8,10,10,9,8,9,8
Mobily,JEDDAH,Western,Expat Asians,Male,30,Prepaid,VLV,3,3,50,7,7,7,10,7,6,10
Mobily,AD DAMMAM,Eastern,Expat Asians,Male,34,Prepaid,LV,4,3,75,7,7,8,6,7,8,7
Mobily,AR RIYADH,Central,Expat Asians,Male,62,Postpaid,LV,4,4,100,9,9,9,9,9,8,9
Mobily,Other,Others,Nationals,Male,40,Postpaid,VHV,5,2,75,8,8,10,10,10,10,10
Mobily,AL BAHA,South,Nationals,Male,43,Postpaid,HV,4,4,100,,8,8,8,8,8,5
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,48,Postpaid,HV,5,1,50,10,8,10,10,10,10,10
Mobily,YANBU AN NAKHL,Northern,Nationals,Male,34,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Male,25,Postpaid,HV,2,2,0,9,8,8,8,8,10,10
Mobily,Other,Others,Nationals,Male,23,Postpaid,HV,2,2,0,10,3,10,8,3,10,5
Mobily,Other,Others,Nationals,Male,60,Postpaid,HV,5,5,150,8,10,10,8,8,9,10
Mobily,JEDDAH,Western,Nationals,Male,17,Prepaid,VLV,4,3,75,7,10,10,10,10,9,10
STC,AD DAMMAM,Eastern,Nationals,Male,45,Postpaid,HV,5,5,150,8,7,8,8,10,10,9
STC,AR RIYADH,Central,Nationals,Male,60,Postpaid,HV,3,3,50,5,7,6,5,3,7,6
STC,TABUK,Northern,Expat Asians,Male,35,Prepaid,VLV,4,4,100,10,10,10,9,10,10,10
STC,Other,Others,Nationals,Female,26,Prepaid,VHV,3,,25,10,10,10,,3,10,9
STC,JIZAN,South,Nationals,Male,40,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
STC,HAIL,Northern,Nationals,Male,36,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
STC,ABHA,South,Nationals,Male,18,Prepaid,MV,5,5,150,7,10,10,10,10,10,10
STC,AR'AR,Northern,Nationals,Male,40,Prepaid,LV,4,4,100,10,9,10,10,10,10,10
STC,Other,Others,Nationals,Male,19,Postpaid,VLV,2,2,0,8,6,10,10,7,10,8
STC,TABUK,Northern,Nationals,Female,45,Prepaid,VLV,5,5,150,10,10,10,10,10,10,10
STC,TABUK,Northern,Nationals,Female,27,Prepaid,HV,3,4,75,10,5,8,10,5,8,10
STC,AR RIYADH,Central,Nationals,Male,24,Prepaid,VHV,5,4,125,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,30,Prepaid,VLV,5,5,150,10,10,10,9,10,10,10
STC,JEDDAH,Western,Nationals,Male,30,Prepaid,MV,5,5,150,10,10,10,10,10,10,10
STC,AR RASS,Central,Nationals,Male,33,Postpaid,HV,3,4,75,6,5,8,5,5,7,6
STC,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,52,Postpaid,MV,1,5,50,0,10,10,0,0,10,0
STC,YANBU AL BAHAR,Northern,Nationals,Male,21,Prepaid,MV,4,3,75,9,7,8,8,8,8,5
STC,SAKAKA,Northern,Nationals,Male,56,Postpaid,VHV,3,4,75,8,8,8,8,7,10,8
STC,JEDDAH,Western,Nationals,Male,22,Prepaid,VHV,3,3,50,7,9,7,7,7,10,9
STC,JEDDAH,Western,Nationals,Male,27,Prepaid,MV,4,4,100,7,7,8,8,8,7,7
STC,JEDDAH,Western,Nationals,Male,21,Prepaid,LV,3,3,50,6,8,5,7,3,9,6
Zain,AR RIYADH,Central,Expat Arabs,Male,25,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
Zain,Other,Others,Expat Arabs,Male,29,Postpaid,LV,4,,50,,10,8,8,10,10,8
Mobily,JEDDAH,Western,Nationals,Male,44,Prepaid,LV,4,3,75,4,8,4,10,8,10,5
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,35,Postpaid,LV,4,5,125,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Expat Arabs,Male,27,Postpaid,VLV,4,4,100,7,9,8,9,10,10,7
Mobily,JEDDAH,Western,Expat Arabs,Male,36,Postpaid,VLV,5,3,100,8,8,8,9,9,9,7
Mobily,Other,Others,Nationals,Male,15,Prepaid,VLV,4,3,75,7,9,5,7,9,8,8
Mobily,AR RIYADH,Central,Expat Asians,Female,27,Prepaid,VLV,5,3,100,10,10,10,10,10,10,9
Mobily,JIZAN,South,Expat Asians,Male,42,Prepaid,VLV,4,2,50,10,5,4,7,10,5,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,50,Postpaid,VLV,1,1,-50,0,4,0,0,0,10,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,30,Postpaid,HV,3,2,25,10,10,10,0,10,0,0
Mobily,JEDDAH,Western,Nationals,Male,30,Prepaid,VLV,5,3,100,10,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Expat Arabs,Male,23,Prepaid,VLV,4,4,100,8,10,8,10,10,10,10
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,40,Postpaid,VLV,3,4,75,5,6,7,4,7,8,8
Mobily,JEDDAH,Western,Expat Arabs,Male,28,Postpaid,HV,5,5,150,10,10,10,10,7,10,10
Mobily,Other,Others,Nationals,Male,33,Prepaid,VLV,4,4,100,10,10,10,10,10,10,9
Mobily,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,23,Postpaid,VHV,3,4,75,10,9,10,9,10,9,10
Mobily,Other,Others,Nationals,Male,43,Postpaid,VHV,5,5,150,10,10,10,,10,10,8
Mobily,JEDDAH,Western,Expat Arabs,Male,21,Prepaid,LV,4,4,100,6,10,8,10,6,7,9
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,43,Postpaid,MV,4,5,125,9,8,9,9,10,,9
Mobily,AL KHUBAR,Eastern,Expat Asians,Male,30,Prepaid,VLV,5,3,100,8,8,9,10,10,9,9
Mobily,JEDDAH,Western,Expat Arabs,Male,30,Postpaid,HV,1,2,-25,8,6,8,8,7,8,8
Mobily,AR RIYADH,Central,Expat Arabs,Male,30,Prepaid,VLV,5,5,150,9,10,10,10,10,10,8
Mobily,Other,Others,Nationals,Female,50,Prepaid,VLV,5,5,150,10,10,10,10,10,10,10
Mobily,AD DAMMAM,Eastern,Expat Asians,Female,25,Postpaid,VLV,5,4,125,10,10,10,10,10,10,10
Mobily,HAIL,Northern,Expat Asians,Male,32,Postpaid,VHV,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Expat Asians,Male,27,Prepaid,LV,3,3,50,8,7,7,7,8,,7
Mobily,UNAYZAH,Central,Nationals,Male,31,Prepaid,VLV,4,2,50,8,8,7,10,7,10,10
Mobily,MAKKAH AL MUKARRAMAH,Western,Expat Arabs,Male,43,Prepaid,MV,5,5,150,10,10,10,10,10,10,6
Mobily,TABUK,Northern,Nationals,Male,20,Prepaid,VLV,5,5,150,8,9,9,8,10,9,9
Mobily,AR RIYADH,Central,Expat Asians,Male,35,Prepaid,LV,4,4,100,8,6,5,8,7,9,6
Mobily,MAKKAH AL MUKARRAMAH,Western,Nationals,Male,25,Postpaid,VHV,5,5,150,10,10,10,10,10,10,10
Mobily,JEDDAH,Western,Nationals,Male,60,Postpaid,VHV,4,4,100,9,9,9,8,8,5,8
Mobily,AL MAJMA'AH,Central,Nationals,Male,50,Postpaid,VHV,5,3,100,7,10,10,10,10,10,10
Mobily,AR RIYADH,Central,Nationals,Female,54,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
Mobily,AL KHUBAR,Eastern,Nationals,Male,31,Postpaid,HV,4,4,100,6,8,8,7,8,9,6
Lebara,AR RIYADH,Central,Nationals,Male,22,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Male,20,Postpaid,LV,5,4,125,10,10,7,10,7,5,0
STC,AR RIYADH,Central,Nationals,Male,33,Postpaid,VHV,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Female,30,Prepaid,VHV,5,3,100,9,8,8,7,10,7,9
STC,AR RIYADH,Central,Nationals,Male,24,Postpaid,VHV,1,2,-25,10,0,9,7,5,10,4
STC,AR RIYADH,Central,Expat Arabs,Male,27,Postpaid,HV,3,3,50,0,5,8,7,5,10,5
STC,AL MADINAH AL MUNAWWARAH,Northern,Nationals,Male,49,Postpaid,HV,3,3,50,6,0,0,6,6,0,6
STC,AL JUBAIL,Eastern,Nationals,Male,36,Postpaid,HV,5,5,150,10,10,10,10,10,10,10
STC,JIZAN,South,Nationals,Male,23,Prepaid,VLV,2,3,25,10,10,10,10,5,9,8
STC,Other,Others,Nationals,Male,29,Postpaid,VHV,4,4,100,9,7,6,7,8,10,7
STC,KHAMIS MUSHAYT,South,Nationals,Male,27,Prepaid,MV,1,1,-50,0,5,0,3,0,3,0
STC,Other,Others,Nationals,Male,30,Postpaid,VHV,4,4,100,10,10,10,10,0,10,10
STC,BAYSH,South,Nationals,Male,47,Prepaid,MV,4,5,125,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Male,23,Prepaid,HV,1,5,50,0,2,3,4,0,8,6
STC,Other,Others,Nationals,Female,30,Postpaid,VHV,4,4,100,10,10,10,10,10,10,10
STC,Other,Others,Nationals,Male,38,Postpaid,HV,4,,50,8,8,8,7,10,9,9
STC,SAKAKA,Northern,Nationals,Male,30,Postpaid,VHV,5,5,150,5,10,5,5,10,10,10
STC,NAJRAN,South,Nationals,Male,40,Prepaid,HV,2,3,25,10,0,10,3,8,9,7
STC,AL BAHA,South,Nationals,Male,21,Postpaid,HV,1,1,-50,,0,10,0,0,10,2
STC,AR'AR,Northern,Nationals,Male,32,Postpaid,VHV,5,3,100,10,7,10,0,8,10,7
STC,HAIL,Northern,Nationals,Male,19,Prepaid,HV,4,5,125,5,9,5,10,7,8,10
STC,AR RIYADH,Central,Nationals,Male,25,Prepaid,MV,4,4,100,8,8,7,9,7,5,8
STC,AL KHUBAR,Eastern,Nationals,Male,35,Postpaid,HV,2,3,25,8,5,6,7,7,9,9
STC,NAJRAN,South,Nationals,Male,34,Postpaid,MV,5,5,150,10,10,10,10,10,10,10
STC,HAIL,Northern,Nationals,Male,22,Postpaid,MV,5,5,150,10,8,5,9,10,10,10
STC,HAFAR AL BATIN,Eastern,Nationals,Male,24,Prepaid,HV,1,1,-50,0,10,10,0,0,10,5
STC,AR RIYADH,Central,Nationals,Male,40,Postpaid,MV,4,2,50,9,8,9,8,9,10,8
STC,AR RIYADH,Central,Expat Arabs,Male,32,Prepaid,HV,5,5,150,5,10,5,10,10,10,10
STC,ABHA,South,Nationals,Male,50,Postpaid,LV,1,1,-50,5,5,10,5,8,10,5
STC,JIZAN,South,Nationals,Male,39,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,35,Prepaid,MV,5,4,125,10,10,10,10,9,10,9
STC,AL KHARJ,Central,Nationals,Female,27,Prepaid,MV,3,3,50,,10,10,10,,10,5
STC,JIZAN,South,Nationals,Male,39,Postpaid,VHV,4,1,25,9,9,9,9,10,10,9
STC,UNAYZAH,Central,Nationals,Male,54,Postpaid,LV,3,5,100,6,6,5,6,5,6,10
STC,AL KHARJ,Central,Nationals,Male,38,Prepaid,MV,5,5,150,10,10,10,10,10,10,10
STC,AR RIYADH,Central,Nationals,Male,24,Postpaid,MV,5,3,100,10,7,9,8,9,10,8
STC,JEDDAH,Western,Expat Asians,Male,33,Postpaid,VLV,2,2,0,9,10,9,9,9,9,9
Zain,AR RIYADH,Central,Nationals,Male,31,Postpaid,LV,5,5,150,9,10,8,10,10,10,7
Zain,JEDDAH,Western,Expat Arabs,Female,63,Prepaid,VLV,5,4,125,,8,9,9,9,9,8
Zain,AR RIYADH,Central,Expat Arabs,Male,29,Postpaid,MV,5,4,125,10,10,10,10,10,10,6
Zain,AL QATIF,Eastern,Nationals,Male,50,Prepaid,LV,5,5,150,10,10,10,10,10,10,10
Zain,AL KHUBAR,Eastern,Expat Arabs,Male,51,Prepaid,MV,5,5,150,10,10,10,10,10,10,10
Zain,JEDDAH,Western,Expat Arabs,Female,27,Prepaid,LV,5,4,125,6,10,10,10,10,10,8
Zain,AR RIYADH,Central,Nationals,Female,29,Prepaid,HV,5,4,125,,9,9,10,9,9,
Zain,AR RIYADH,Central,Nationals,Male,35,Postpaid,HV,3,3,50,1,8,5,0,5,10,0
Zain,Other,Others,Nationals,Male,31,Postpaid,MV,4,5,125,0,8,4,6,5,5,4
